timestamp,symbol,open,high,low,close,volume
2023-01-01 09:30:00,AAPL,239.29383711957232,239.3077106746807,239.00859866687972,239.06611454984528,15736
2023-01-01 09:31:00,AAPL,239.06611454984528,239.10977874064957,238.56486395876948,238.86522788373375,22394
2023-01-01 09:32:00,AAPL,238.86522788373375,239.28763509150298,238.70443429785925,239.2607108722929,48658
2023-01-01 09:33:00,AAPL,239.2607108722929,239.41530706730057,239.18404365862574,239.39757952167093,39069
2023-01-01 09:34:00,AAPL,239.39757952167093,239.64404637263218,239.09028597131322,239.4883989363099,21554
2023-01-01 09:35:00,AAPL,239.4883989363099,239.58773554920614,239.45773427204904,239.485144725853,21359
2023-01-01 09:36:00,AAPL,239.485144725853,239.52752453441724,239.43406132027252,239.43592126880367,27939
2023-01-01 09:37:00,AAPL,239.43592126880367,239.92225944191884,239.39208098725368,239.90538618657655,38814
2023-01-01 09:38:00,AAPL,239.90538618657655,239.95687587781205,239.50096318793996,239.56414278922188,35822
2023-01-01 09:39:00,AAPL,239.56414278922188,239.7803695208387,239.09103790336502,239.26336577334627,35190
2023-01-01 09:40:00,AAPL,239.26336577334627,239.3684772757061,239.06461638591736,239.12629006938616,49157
2023-01-01 09:41:00,AAPL,239.12629006938616,239.58399785428637,239.01039568882948,239.51185562198603,48869
2023-01-01 09:42:00,AAPL,239.51185562198603,239.55163035743163,239.45826544645124,239.51610387506437,48174
2023-01-01 09:43:00,AAPL,239.51610387506437,239.63292734878397,239.36637683017213,239.36826815489698,42351
2023-01-01 09:44:00,AAPL,239.36826815489698,239.38692082464362,239.0474372640021,239.169393849833,29679
2023-01-01 09:45:00,AAPL,239.169393849833,239.38005150931883,239.00246064435228,239.28748382339623,24641
2023-01-01 09:46:00,AAPL,239.28748382339623,239.42628324719297,239.16524127872768,239.3295755063113,52694
2023-01-01 09:47:00,AAPL,239.3295755063113,239.41195295582972,238.94578129381995,239.02249741196187,15486
2023-01-01 09:48:00,AAPL,239.02249741196187,239.64692725766088,239.01337293255364,239.51995106279813,38942
2023-01-01 09:49:00,AAPL,239.51995106279813,239.73394665044418,239.41684423276632,239.69501935641463,48229
2023-01-01 09:50:00,AAPL,239.69501935641463,240.1553168511888,239.68776769954607,239.82418009788574,24746
2023-01-01 09:51:00,AAPL,239.82418009788574,240.02668321111744,239.74129603025798,240.01102459744178,53653
2023-01-01 09:52:00,AAPL,240.01102459744178,240.4519977139401,239.96616629653192,240.38902853630333,49877
2023-01-01 09:53:00,AAPL,240.38902853630333,240.63581231622476,240.27042268290322,240.60642670839744,21782
2023-01-01 09:54:00,AAPL,240.60642670839744,240.77556394891073,240.25638338972237,240.36339504827015,24686
2023-01-01 09:55:00,AAPL,240.36339504827015,240.37318950362922,239.86853355191678,240.0003937569838,50341
2023-01-01 09:56:00,AAPL,240.0003937569838,240.12528821155834,239.72739589454008,239.7847813511812,18099
2023-01-01 09:57:00,AAPL,239.7847813511812,239.9379415078175,239.49909127867568,239.52721197078347,21340
2023-01-01 09:58:00,AAPL,239.52721197078347,239.68121013384848,239.10012514515958,239.32225404114558,38516
2023-01-01 09:59:00,AAPL,239.32225404114558,239.6086470242669,239.31703476438472,239.35929512397252,19636
2023-01-01 10:00:00,AAPL,239.35929512397252,239.3781492859108,238.91911711326503,238.91924045301275,37062
2023-01-01 10:01:00,AAPL,238.91924045301275,238.9987621424389,238.18154987611638,238.4505897135479,37187
2023-01-01 10:02:00,AAPL,238.4505897135479,238.73105398898645,237.74373431983418,237.74901216809695,38057
2023-01-01 10:03:00,AAPL,237.74901216809695,237.8020400169555,237.60982603591515,237.62332023531752,23879
2023-01-01 10:04:00,AAPL,237.62332023531752,237.6437072015287,237.11982013445515,237.44543961971738,47205
2023-01-01 10:05:00,AAPL,237.44543961971738,237.47468865439933,236.9575549279054,237.00680382420413,53342
2023-01-01 10:06:00,AAPL,237.00680382420413,237.62659481825958,236.9723214469866,237.52325823037893,25011
2023-01-01 10:07:00,AAPL,237.52325823037893,237.63531444492332,237.43220969147762,237.58327915328402,49009
2023-01-01 10:08:00,AAPL,237.58327915328402,237.69424773894096,237.38197847269808,237.50741301656686,25608
2023-01-01 10:09:00,AAPL,237.50741301656686,237.59313421145092,237.26590957166633,237.32769509939533,27898
2023-01-01 10:10:00,AAPL,237.32769509939533,237.61894689509538,237.3052650435993,237.55656773365763,45753
2023-01-01 10:11:00,AAPL,237.55656773365763,237.5596317717653,237.47527160572255,237.52204445423007,19240
2023-01-01 10:12:00,AAPL,237.52204445423007,237.5267836860311,237.45713509997512,237.49177679484484,16152
2023-01-01 10:13:00,AAPL,237.49177679484484,237.51149094257033,237.09295412418965,237.09468097986985,29453
2023-01-01 10:14:00,AAPL,237.09468097986985,237.1150668146241,236.868189743776,237.0582173371124,18927
2023-01-01 10:15:00,AAPL,237.0582173371124,237.19035887746534,236.91501123352614,237.13456085172152,16879
2023-01-01 10:16:00,AAPL,237.13456085172152,237.2500713761916,236.88344413711013,236.9225569245856,37706
